"Upload local file:","อัฟโหลด ไฟล์ local:"
"Use Config Settings","ใช้การตั้งค่า Config"
"Use Default Value","ใช้ค่าเริ่มต้น"
"Use Store Credit (%s available)","ใช้เครดิตร้านค้า (%s ใช้ได้)"
"Use default","ใช้ค่าเริ่มต้น"
"Use website","ใช้เว็บไซต์"
"User","ผู้ใช้"
"User Email","อีเมลล์ผู้ใช้"
"User ID","รหัสผู้ใช้"
"User Info","ข้อมูลผู้ใช้"
"User Information","ข้อมูลผุ้ใช้"
"User Name","ชื่อผู้ใช้"
"User Name:","ชื่อผู้ใช้:"
"User Role","บทบาทผู้ใช้"
"User Roles","บทบาทผู้ใช้"
"User Roles Information","ข้อมูลบทบาทผู้ใช้"
"User name","ชื่อผู้ใช้"
"User was successfully deleted","ลบผู้ใช้แล้ว"
"User was successfully saved","บันทึกผู้ใช้แล้ว"
"User with the same User Name or Email aleady exists","ผู้ใช้มีชื่อผู้ใช้หรืออีเมลล์นี้อยู่แล้ว"
"Users","ผู้ใช้"
"Value","ค่า"
"Value Delimiter:","ค่าจำกัดจำนวน:"
"Version","เวอร์ชัน"
"Version:","เวอร์ชัน:"
"View","แสดง"
"View Actions XML","ดูการกระทำ XML"
"View Statistics for","มุมมองสถิติสำหรับ"
"Visibility:","เลือกให้แสดง:"
"Warning! Empty value can cause problems with CSV format.","Warning! Empty value can cause problems with CSV format."
"Warning!\r\nThis action will remove this user from already assigned role\r\nAre you sure?","คำเตืือน!\r\nการกระทำนี้จะลบผู้ใช้นี้จากบาบาทที่กำนหดไว้แล้ว\r\nคุณแน่ใจ?"
"Warning!\r\nThis action will remove those users from already assigned roles\r\nAre you sure?","คำเตืือน!\r\nnการกระทำนี้จะลบผู้ใช้เหล่านั้นจากบาบาทที่กำนหดไว้แล้ว\r\nคุณแน่ใจ?"
"Warning: Please don't close window during importing/exporting data","คำเตืือน: กรุณาปิดอย่าปิดหน้าต่างนี้ในระหว่าง นำเข้า/ส่งออกข้อมูล"
"Watermark File for %s","ไฟล์ลายน้ำสำหรับ %s"
"We detected that your JavaScript seem to be disabled.","เราตรวจพบว่าคุณใช้ JavaScript ดูเหมือนจะปิดการใช้งาน."
"We\'re in our typing table, coding away more features for Magento. Thank you for your patience.","We\'re in our typing table, coding away more features for Magento. Thank you for your patience."
"Web Section","Web Section"
"Web Services","เว็บบริการ"
"Web services","เว็บบริการ"
"Website","เว็บไซต์"
"Website: ","เว็บไซต์: "
"What is this?","นี่คืออะไร?"
"Wishlist Report","รายงาน Wishlist "
"Wrong column format","รปูแบบคอลัมม์ผิดพลาด"
"Wrong newsletter template.","เทมเพลตจดหมายข่าวผิด."
"Wrong tab configuration","การตั้งค่าแท็บผิดพลาด"
"XML","XML"
"YTD","YTD"
"Year","ปี"
"Yes","ใช่"
"Yes (only price with tax)","ใช่ (ราคารวมภาษีเท่านั้น)"
"You can not delete self assigned roles.","คุณไม่สามารถลบบทบาทของตัวเอง."
"You cannot delete account of yourself","คุณไม่สามารถลบบัญชีของคุณเอง"
"You have","คุณมี"
"You have not enought permissions to login.","คุณไม่มีการอนุญาตที่จะเข้าสู้ระบบ."
"You have not enought permissions to use this functionality.","คุณไม่มี การอนุญาตที่จะใช้ การทำงานนี้."
"You must have JavaScript enabled in your browser to utilize the functionality of this website.","คุณต้องเปิดใช้งาน JavaScript ในเบราเซอร์ของคุณเพื่อใช้การทำงานของเว็บไซต์นี้"
"You need specify carrier.","คุณจำเป็นต้องระบุผู้ส่ง."
"You need to specify order items","คุณต้องระบุรายการคำสั่งซื้อ"
"You successfully logged out.","คุณออกจากระบบแล้ว."
"Your answers contain duplicates.","คำตอบของคุณถูกทำสำเนา."
"Your server PHP settings allow you to upload files not more than %s at a time. Please modify post_max_size (currently is %s) and upload_max_filesize (currently is %s) values in php.ini if you want to upload larger files.","Your server PHP settings allow you to upload files not more than %s at a time. Please modify post_max_size (currently is %s) and upload_max_filesize (currently is %s) values in php.ini if you want to upload larger files."
"Zip/Postal Code","รหัสไปรษณีย์"
"Zip/Postal Code:","รหัสไปรษณีย์:"
"[ deleted ]","[ลบ ]"
"[deleted]","[ลบ]"
"b","b"
"close","ปิด"
"critical","เกี่ยวกับการวิจารณ์"
"example: ""sitemap/"" or ""/"" for base path (path must be writeable)","ตัวอย่าง : ""sitemap/"" หรือ ""/"" สำหรับ base path (path จะต้องเขียนบันทึกได้)"
"example: sitemap.xml","ตัวอย่าง: sitemap.xml"
"from","จาก"
"images/logo.gif","images/logo.gif"
"items selected","รายการที่เลือก"
"major","major"
"md5sum","md5sum"
"minor","minor"
"notice","notice"
"of %s pages","จาก %s หน้า"
"or","หรือ"
"per page","ต่อหน้า"
"store(%s) scope","ขอบเขต ร้านค้า(%s)"
"to","ถึง"
"website(%s) scope","ขอบเขตเว็บไซต์(%s)"
"{{base_url}} is not recommended to use in a production environment to declare the Base Unsecure Url / Base Secure Url. It is highly recommended to change this value in you Magento <a href=""%s"">configuration</a>.","{{base_url}} ไม่แนะนำให้ใช้กับเว็บไซต์จริง ในการประกาศค่าที่อยู่ของ  Base Unsecure Url / Base Secure Url.แนะนำให้เปลี่ยนแปลงค่านี้ใน   Magento <a href=""%s"">คอนฟิค</a>."
